"name"	"references_link"	"references_type"	"references_resource"	"references_id"	"references_annotatorClassName"	"description"	"bloodBrainBarrier"	"brandNames"	"synonyms"	"id"	"targets_name"	"targets_targetParticipants_link"	"targets_targetParticipants_type"	"targets_targetParticipants_resource"	"targets_targetParticipants_id"	"targets_targetParticipants_annotatorClassName"
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Homeodomain-interacting protein kinase 2"	NA	"HGNC_SYMBOL"	"HIPK2"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Homeodomain-interacting protein kinase 3"	NA	"HGNC_SYMBOL"	"HIPK3"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Calcium/calmodulin-dependent protein kinase type II subunit delta"	NA	"HGNC_SYMBOL"	"CAMK2D"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Calcium/calmodulin-dependent protein kinase type II subunit gamma"	NA	"HGNC_SYMBOL"	"CAMK2G"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Calcium/calmodulin-dependent protein kinase kinase 1"	NA	"HGNC_SYMBOL"	"CAMKK1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Calcium/calmodulin-dependent protein kinase kinase 2"	NA	"HGNC_SYMBOL"	"CAMKK2"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase ICK"	NA	"HGNC_SYMBOL"	"CILK1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Peripheral plasma membrane protein CASK"	NA	"HGNC_SYMBOL"	"CASK"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Inhibitor of nuclear factor kappa-B kinase subunit beta"	NA	"HGNC_SYMBOL"	"IKBKB"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Inhibitor of nuclear factor kappa-B kinase subunit epsilon"	NA	"HGNC_SYMBOL"	"IKBKE"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Insulin receptor"	NA	"HGNC_SYMBOL"	"INSR"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Insulin receptor-related protein"	NA	"HGNC_SYMBOL"	"INSRR"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Interleukin-1 receptor-associated kinase 1"	NA	"HGNC_SYMBOL"	"IRAK1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Interleukin-1 receptor-associated kinase 3"	NA	"HGNC_SYMBOL"	"IRAK3"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Mitogen-activated protein kinase kinase kinase 15"	NA	"HGNC_SYMBOL"	"MAP3K15"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Interleukin-1 receptor-associated kinase 4"	NA	"HGNC_SYMBOL"	"IRAK4"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Tyrosine-protein kinase ITK/TSK"	NA	"HGNC_SYMBOL"	"ITK"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Tyrosine-protein kinase JAK2"	NA	"HGNC_SYMBOL"	"JAK2"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Tyrosine-protein kinase JAK3"	NA	"HGNC_SYMBOL"	"JAK3"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Mitogen-activated protein kinase kinase kinase 2"	NA	"HGNC_SYMBOL"	"MAP3K2"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Vascular endothelial growth factor receptor 2"	NA	"HGNC_SYMBOL"	"KDR"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase SIK3"	NA	"HGNC_SYMBOL"	"SIK3"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Mitogen-activated protein kinase kinase kinase 3"	NA	"HGNC_SYMBOL"	"MAP3K3"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Mast/stem cell growth factor receptor Kit"	NA	"HGNC_SYMBOL"	"KIT"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase LATS1"	NA	"HGNC_SYMBOL"	"LATS1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Tyrosine-protein kinase Lck"	NA	"HGNC_SYMBOL"	"LCK"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Mitogen-activated protein kinase kinase kinase 4"	NA	"HGNC_SYMBOL"	"MAP3K4"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"LIM domain kinase 1"	NA	"HGNC_SYMBOL"	"LIMK1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"LIM domain kinase 2"	NA	"HGNC_SYMBOL"	"LIMK2"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Mitogen-activated protein kinase kinase kinase 6"	NA	"HGNC_SYMBOL"	"MAP3K6"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Leucine-rich repeat serine/threonine-protein kinase 2"	NA	"HGNC_SYMBOL"	"LRRK2"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Leukocyte tyrosine kinase receptor"	NA	"HGNC_SYMBOL"	"LTK"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Mitogen-activated protein kinase kinase kinase 9"	NA	"HGNC_SYMBOL"	"MAP3K9"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Tyrosine-protein kinase Lyn"	NA	"HGNC_SYMBOL"	"LYN"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Dual specificity mitogen-activated protein kinase kinase 2"	NA	"HGNC_SYMBOL"	"MAP2K2"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Dual specificity mitogen-activated protein kinase kinase 3"	NA	"HGNC_SYMBOL"	"MAP2K3"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Dual specificity mitogen-activated protein kinase kinase 5"	NA	"HGNC_SYMBOL"	"MAP2K5"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Dual specificity mitogen-activated protein kinase kinase 6"	NA	"HGNC_SYMBOL"	"MAP2K6"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Mitogen-activated protein kinase kinase kinase 1"	NA	"HGNC_SYMBOL"	"MAP3K1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Mitogen-activated protein kinase kinase kinase 10"	NA	"HGNC_SYMBOL"	"MAP3K10"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Mitogen-activated protein kinase kinase kinase 11"	NA	"HGNC_SYMBOL"	"MAP3K11"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Mitogen-activated protein kinase kinase kinase 12"	NA	"HGNC_SYMBOL"	"MAP3K12"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Mitogen-activated protein kinase kinase kinase 13"	NA	"HGNC_SYMBOL"	"MAP3K13"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Focal adhesion kinase 1"	NA	"HGNC_SYMBOL"	"PTK2"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Mitogen-activated protein kinase kinase kinase kinase 1"	NA	"HGNC_SYMBOL"	"MAP4K1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Protein-tyrosine kinase 2-beta"	NA	"HGNC_SYMBOL"	"PTK2B"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Mitogen-activated protein kinase kinase kinase kinase 2"	NA	"HGNC_SYMBOL"	"MAP4K2"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Mitogen-activated protein kinase kinase kinase kinase 3"	NA	"HGNC_SYMBOL"	"MAP4K3"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Mitogen-activated protein kinase kinase kinase kinase 4"	NA	"HGNC_SYMBOL"	"MAP4K4"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Mitogen-activated protein kinase kinase kinase kinase 5"	NA	"HGNC_SYMBOL"	"MAP4K5"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Mitogen-activated protein kinase 10"	NA	"HGNC_SYMBOL"	"MAPK10"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Protein-tyrosine kinase 6"	NA	"HGNC_SYMBOL"	"PTK6"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"RAF proto-oncogene serine/threonine-protein kinase"	NA	"HGNC_SYMBOL"	"RAF1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Mitogen-activated protein kinase 13"	NA	"HGNC_SYMBOL"	"MAPK13"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Proto-oncogene tyrosine-protein kinase receptor Ret"	NA	"HGNC_SYMBOL"	"RET"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Mitogen-activated protein kinase 14"	NA	"HGNC_SYMBOL"	"MAPK14"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Mitogen-activated protein kinase 15"	NA	"HGNC_SYMBOL"	"MAPK15"	0	""
